x,y,height
2,56,1
2,57,3
2,58,3
2,59,3
2,60,3
2,61,1
2,62,1
2,63,1
2,64,3
2,65,3
2,66,3
2,67,3
2,68,3
2,69,3
2,70,3
2,71,3
2,72,3
2,73,3
2,74,1
2,75,1
2,76,1
2,77,3
2,78,1
2,79,1
3,0,1
3,1,2
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
3,7,3
3,8,3
3,9,3
3,10,3
3,11,3
3,12,3
3,13,3
3,14,1
3,15,1
3,16,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,3
3,22,3
3,23,1
3,24,1
3,25,1
3,26,1
3,27,1
3,28,1
3,29,1
3,30,1
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
3,36,1
3,37,3
3,38,3
3,39,3
3,40,3
3,41,3
3,42,3
3,43,3
3,44,3
3,45,3
3,46,3
3,47,3
3,48,3
3,49,3
3,50,3
3,51,3
3,52,3
3,53,3
3,54,1
3,55,1
3,56,1
3,57,3
3,58,3
3,59,3
3,60,1
3,61,1
3,62,1
3,63,1
3,64,3
3,65,3
3,66,3
3,67,3
3,68,3
3,69,3
3,70,3
3,71,3
3,72,3
3,73,3
3,74,3
3,75,3
3,76,3
3,77,3
3,78,1
3,79,1
4,0,1
4,1,2
4,2,1
4,3,1
4,4,1
4,5,1
4,6,3
4,7,3
4,8,3
4,9,3
4,10,3
4,11,3
4,12,3
4,13,3
4,14,3
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,3
4,22,3
4,23,1
4,24,1
4,25,1
4,26,1
4,27,1
4,28,1
4,29,1
4,30,1
4,31,1
4,32,1
4,33,1
4,34,1
4,35,1
4,36,1
4,37,3
4,38,3
4,39,3
4,40,3
4,41,3
4,42,3
4,43,3
4,44,3
4,45,3
4,46,3
4,47,3
4,48,3
4,49,3
4,50,3
4,51,3
4,52,7
4,53,7
4,54,7
4,55,1
4,56,1
4,57,1
4,58,1
4,59,1
4,60,1
4,61,1
4,62,1
4,63,3
4,64,3
4,65,3
4,66,3
4,67,3
4,68,3
4,69,3
4,70,3
4,71,3
4,72,3
4,73,3
4,74,3
4,75,3
4,76,3
4,77,3
4,78,3
4,79,1
5,0,1
5,1,2
5,2,1
5,3,1
5,4,1
5,5,1
5,6,3
5,7,3
5,8,1
5,9,1
5,10,1
5,11,3
5,12,3
5,13,3
5,14,3
5,15,1
5,16,1
5,17,1
5,18,1
5,19,1
5,20,1
5,21,3
5,22,3
5,23,3
5,24,3
5,25,1
5,26,1
5,27,1
5,28,1
5,29,1
5,30,1
5,31,3
5,32,1
5,33,1
5,34,1
5,35,1
5,36,1
5,37,1
5,38,3
5,39,3
5,40,3
5,41,3
5,42,3
5,43,3
5,44,3
5,45,3
5,46,3
5,47,3
5,48,3
5,49,3
5,50,7
5,51,7
5,52,7
5,53,7
5,54,7
5,55,7
5,56,7
5,57,7
5,58,7
5,59,1
5,60,1
5,61,1
5,62,1
5,63,3
5,64,3
5,65,6
5,66,6
5,67,3
5,68,3
5,69,3
5,70,3
5,71,3
5,72,3
5,73,3
5,74,3
5,75,3
5,76,3
5,77,3
5,78,3
5,79,3
6,0,1
6,1,2
6,2,3
6,3,3
6,4,1
6,5,1
6,6,3
6,7,3
6,8,3
6,9,1
6,10,1
6,11,3
6,12,3
6,13,3
6,14,1
6,15,1
6,16,1
6,17,1
6,18,3
6,19,3
6,20,1
6,21,3
6,22,3
6,23,3
6,24,3
6,25,1
6,26,1
6,27,1
6,28,1
6,29,1
6,30,1
6,31,1
6,32,1
6,33,1
6,34,1
6,35,1
6,36,1
6,37,1
6,38,3
6,39,3
6,40,3
6,41,3
6,42,3
6,43,3
6,44,3
6,45,3
6,46,3
6,47,3
6,48,3
6,49,7
6,50,7
6,51,7
6,52,7
6,53,7
6,54,7
6,55,7
6,56,7
6,57,7
6,58,7
6,59,7
6,60,6
6,61,6
6,62,6
6,63,6
6,64,6
6,65,6
6,66,6
6,67,6
6,68,6
6,69,6
6,70,1
6,71,1
6,72,3
6,73,3
6,74,3
6,75,3
6,76,3
6,77,3
6,78,3
6,79,3
7,0,1
7,1,2
7,2,3
7,3,3
7,4,3
7,5,3
7,6,3
7,7,3
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
7,14,1
7,15,3
7,16,3
7,17,3
7,18,3
7,19,3
7,20,3
7,21,3
7,22,3
7,23,3
7,24,3
7,25,1
7,26,1
7,27,1
7,28,1
7,29,1
7,30,1
7,31,1
7,32,1
7,33,1
7,34,1
7,35,1
7,36,1
7,37,1
7,38,3
7,39,3
7,40,3
7,41,3
7,42,1
7,43,1
7,44,3
7,45,3
7,46,3
7,47,3
7,48,8
7,49,8
7,50,8
7,51,7
7,52,7
7,53,13
7,54,13
7,55,13
7,56,7
7,57,7
7,58,7
7,59,7
7,60,6
7,61,6
7,62,6
7,63,6
7,64,6
7,65,6
7,66,6
7,67,6
7,68,6
7,69,6
7,70,5
7,71,1
7,72,1
7,73,1
7,74,1
7,75,1
7,76,3
7,77,3
7,78,3
7,79,3
8,0,1
8,1,2
8,2,3
8,3,3
8,4,3
8,5,3
8,6,3
8,7,3
8,8,3
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,15,3
8,16,3
8,17,3
8,18,3
8,19,3
8,20,3
8,21,3
8,22,3
8,23,3
8,24,3
8,25,1
8,26,1
8,27,3
8,28,3
8,29,3
8,30,3
8,31,3
8,32,3
8,33,3
8,34,1
8,35,1
8,36,3
8,37,3
8,38,1
8,39,1
8,40,1
8,41,3
8,42,1
8,43,1
8,44,3
8,45,3
8,46,3
8,47,3
8,48,8
8,49,8
8,50,8
8,51,13
8,52,13
8,53,13
8,54,13
8,55,13
8,56,12
8,57,12
8,58,12
8,59,7
8,60,6
8,61,6
8,62,12
8,63,12
8,64,12
8,65,11
8,66,11
8,67,6
8,68,6
8,69,5
8,70,5
8,71,5
8,72,1
8,73,1
8,74,1
8,75,1
8,76,3
8,77,3
8,78,3
8,79,3
9,0,1
9,1,2
9,2,3
9,3,3
9,4,3
9,5,3
9,6,1
9,7,1
9,8,1
9,9,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,3
9,16,3
9,17,3
9,18,3
9,19,3
9,20,3
9,21,3
9,22,3
9,23,3
9,24,3
9,25,3
9,26,3
9,27,1
9,28,1
9,29,1
9,30,3
9,31,3
9,32,3
9,33,3
9,34,3
9,35,3
9,36,3
9,37,3
9,38,3
9,39,1
9,40,1
9,41,1
9,42,1
9,43,1
9,44,3
9,45,3
9,46,3
9,47,3
9,48,8
9,49,8
9,50,8
9,51,13
9,52,13
9,53,13
9,54,13
9,55,13
9,56,12
9,57,12
9,58,12
9,59,12
9,60,12
9,61,12
9,62,12
9,63,12
9,64,12
9,65,11
9,66,11
9,67,11
9,68,11
9,69,5
9,70,5
9,71,5
9,72,5
9,73,1
9,74,1
9,75,3
9,76,3
9,77,3
9,78,3
9,79,3
10,0,1
10,1,2
10,2,3
10,3,3
10,4,3
10,5,3
10,6,1
10,7,1
10,8,1
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,3
10,16,3
10,17,3
10,18,3
10,19,3
10,20,3
10,21,3
10,22,3
10,23,3
10,24,3
10,25,3
10,26,3
10,27,1
10,28,1
10,29,1
10,30,1
10,31,3
10,32,3
10,33,3
10,34,3
10,35,3
10,36,3
10,37,3
10,38,3
10,39,3
10,40,1
10,41,1
10,42,1
10,43,1
10,44,1
10,45,3
10,46,3
10,47,8
10,48,8
10,49,8
10,50,13
10,51,13
10,52,13
10,53,13
10,54,19
10,55,19
10,56,19
10,57,12
10,58,12
10,59,12
10,60,12
10,61,12
10,62,12
10,63,12
10,64,12
10,65,11
10,66,11
10,67,11
10,68,11
10,69,11
10,70,5
10,71,5
10,72,5
10,73,1
10,74,1
10,75,1
10,76,3
10,77,3
10,78,3
10,79,3
11,0,1
11,1,2
11,2,3
11,3,3
11,4,3
11,5,3
11,6,3
11,7,1
11,8,1
11,9,1
11,10,1
11,11,1
11,12,1
11,13,1
11,14,1
11,15,3
11,16,3
11,17,3
11,18,3
11,19,3
11,20,3
11,21,3
11,22,3
11,23,3
11,24,3
11,25,3
11,26,3
11,27,1
11,28,1
11,29,1
11,30,1
11,31,3
11,32,3
11,33,3
11,34,3
11,35,3
11,36,3
11,37,3
11,38,3
11,39,1
11,40,1
11,41,1
11,42,1
11,43,1
11,44,1
11,45,1
11,46,3
11,47,8
11,48,8
11,49,8
11,50,13
11,51,13
11,52,13
11,53,19
11,54,19
11,55,19
11,56,19
11,57,19
11,58,19
11,59,12
11,60,12
11,61,18
11,62,18
11,63,18
11,64,18
11,65,18
11,66,18
11,67,11
11,68,11
11,69,11
11,70,5
11,71,5
11,72,5
11,73,1
11,74,1
11,75,1
11,76,3
11,77,3
11,78,3
11,79,3
12,0,1
12,1,2
12,2,3
12,3,3
12,4,3
12,5,3
12,6,3
12,7,3
12,8,3
12,9,1
12,10,1
12,11,1
12,12,1
12,13,1
12,14,1
12,15,1
12,16,3
12,17,3
12,18,3
12,19,3
12,20,3
12,21,3
12,22,3
12,23,3
12,24,3
12,25,3
12,26,3
12,27,1
12,28,1
12,29,1
12,30,3
12,31,3
12,32,3
12,33,3
12,34,3
12,35,3
12,36,3
12,37,3
12,38,1
12,39,1
12,40,1
12,41,1
12,42,1
12,43,1
12,44,3
12,45,3
12,46,3
12,47,8
12,48,8
12,49,8
12,50,13
12,51,13
12,52,19
12,53,19
12,54,19
12,55,19
12,56,19
12,57,19
12,58,19
12,59,19
12,60,18
12,61,18
12,62,18
12,63,18
12,64,18
12,65,18
12,66,18
12,67,18
12,68,11
12,69,11
12,70,11
12,71,5
12,72,5
12,73,1
12,74,1
12,75,1
12,76,3
12,77,3
12,78,3
12,79,3
13,0,1
13,1,2
13,2,3
13,3,3
13,4,3
13,5,3
13,6,3
13,7,3
13,8,3
13,9,1
13,10,1
13,11,1
13,12,3
13,13,3
13,14,1
13,15,3
13,16,3
13,17,3
13,18,3
13,19,3
13,20,1
13,21,1
13,22,1
13,23,3
13,24,3
13,25,3
13,26,3
13,27,3
13,28,3
13,29,3
13,30,3
13,31,3
13,32,3
13,33,3
13,34,3
13,35,3
13,36,3
13,37,3
13,38,1
13,39,1
13,40,3
13,41,3
13,42,1
13,43,1
13,44,3
13,45,3
13,46,3
13,47,8
13,48,8
13,49,8
13,50,13
13,51,13
13,52,19
13,53,19
13,54,19
13,55,23
13,56,23
13,57,23
13,58,19
13,59,19
13,60,18
13,61,18
13,62,23
13,63,23
13,64,23
13,65,18
13,66,18
13,67,18
13,68,11
13,69,11
13,70,11
13,71,5
13,72,5
13,73,3
13,74,3
13,75,3
13,76,3
13,77,3
13,78,3
13,79,3
14,0,1
14,1,2
14,2,3
14,3,3
14,4,3
14,5,3
14,6,3
14,7,3
14,8,3
14,9,1
14,10,1
14,11,3
14,12,3
14,13,3
14,14,3
14,15,3
14,16,3
14,17,3
14,18,1
14,19,3
14,20,1
14,21,1
14,22,1
14,23,3
14,24,3
14,25,3
14,26,3
14,27,3
14,28,3
14,29,3
14,30,3
14,31,3
14,32,3
14,33,3
14,34,3
14,35,3
14,36,3
14,37,3
14,38,3
14,39,3
14,40,3
14,41,3
14,42,1
14,43,1
14,44,3
14,45,3
14,46,8
14,47,8
14,48,8
14,49,8
14,50,13
14,51,13
14,52,19
14,53,19
14,54,23
14,55,23
14,56,23
14,57,23
14,58,23
14,59,19
14,60,23
14,61,23
14,62,23
14,63,23
14,64,23
14,65,18
14,66,18
14,67,18
14,68,11
14,69,11
14,70,11
14,71,5
14,72,5
14,73,3
14,74,3
14,75,3
14,76,3
14,77,3
14,78,3
14,79,3
15,0,1
15,1,2
15,2,3
15,3,3
15,4,3
15,5,3
15,6,3
15,7,3
15,8,3
15,9,3
15,10,3
15,11,3
15,12,3
15,13,3
15,14,3
15,15,3
15,16,3
15,17,1
15,18,1
15,19,1
15,20,1
15,21,1
15,22,1
15,23,1
15,24,1
15,25,3
15,26,3
15,27,3
15,28,3
15,29,3
15,30,3
15,31,3
15,32,3
15,33,3
15,34,3
15,35,3
15,36,3
15,37,3
15,38,3
15,39,3
15,40,3
15,41,3
15,42,3
15,43,3
15,44,3
15,45,3
15,46,8
15,47,8
15,48,8
15,49,13
15,50,13
15,51,13
15,52,19
15,53,19
15,54,23
15,55,23
15,56,23
15,57,23
15,58,23
15,59,23
15,60,23
15,61,23
15,62,23
15,63,23
15,64,23
15,65,22
15,66,18
15,67,18
15,68,11
15,69,11
15,70,11
15,71,5
15,72,5
15,73,3
15,74,3
15,75,3
15,76,3
15,77,3
15,78,3
15,79,3
16,0,1
16,1,2
16,2,3
16,3,3
16,4,3
16,5,3
16,6,3
16,7,3
16,8,3
16,9,3
16,10,3
16,11,3
16,12,3
16,13,3
16,14,3
16,15,3
16,16,3
16,17,1
16,18,1
16,19,1
16,20,1
16,21,1
16,22,1
16,23,1
16,24,1
16,25,3
16,26,3
16,27,3
16,28,3
16,29,1
16,30,1
16,31,1
16,32,3
16,33,3
16,34,3
16,35,3
16,36,3
16,37,3
16,38,3
16,39,3
16,40,3
16,41,3
16,42,3
16,43,3
16,44,3
16,45,9
16,46,9
16,47,9
16,48,8
16,49,14
16,50,14
16,51,14
16,52,20
16,53,20
16,54,23
16,55,23
16,56,23
16,57,25
16,58,23
16,59,23
16,60,25
16,61,25
16,62,25
16,63,23
16,64,22
16,65,18
16,66,18
16,67,18
16,68,11
16,69,11
16,70,11
16,71,5
16,72,5
16,73,3
16,74,3
16,75,3
16,76,3
16,77,3
16,78,3
16,79,3
17,0,1
17,1,2
17,2,3
17,3,3
17,4,3
17,5,3
17,6,3
17,7,3
17,8,3
17,9,3
17,10,3
17,11,3
17,12,3
17,13,3
17,14,3
17,15,3
17,16,3
17,17,3
17,18,1
17,19,1
17,20,1
17,21,1
17,22,1
17,23,1
17,24,1
17,25,3
17,26,3
17,27,3
17,28,1
17,29,1
17,30,1
17,31,1
17,32,1
17,33,1
17,34,3
17,35,3
17,36,3
17,37,3
17,38,3
17,39,3
17,40,3
17,41,3
17,42,3
17,43,3
17,44,3
17,45,9
17,46,9
17,47,9
17,48,14
17,49,14
17,50,14
17,51,14
17,52,20
17,53,20
17,54,20
17,55,23
17,56,25
17,57,25
17,58,25
17,59,23
17,60,25
17,61,25
17,62,25
17,63,22
17,64,22
17,65,18
17,66,18
17,67,18
17,68,11
17,69,11
17,70,10
17,71,4
17,72,4
17,73,4
17,74,3
17,75,3
17,76,3
17,77,3
17,78,3
17,79,3
18,0,1
18,1,2
18,2,3
18,3,3
18,4,3
18,5,3
18,6,3
18,7,3
18,8,3
18,9,3
18,10,3
18,11,3
18,12,3
18,13,3
18,14,3
18,15,1
18,16,1
18,17,1
18,18,1
18,19,1
18,20,1
18,21,1
18,22,1
18,23,1
18,24,1
18,25,3
18,26,3
18,27,3
18,28,1
18,29,1
18,30,1
18,31,1
18,32,1
18,33,1
18,34,3
18,35,3
18,36,3
18,37,3
18,38,3
18,39,3
18,40,3
18,41,3
18,42,3
18,43,3
18,44,9
18,45,9
18,46,9
18,47,14
18,48,14
18,49,14
18,50,20
18,51,20
18,52,20
18,53,20
18,54,24
18,55,24
18,56,24
18,57,25
18,58,25
18,59,25
18,60,25
18,61,25
18,62,22
18,63,22
18,64,22
18,65,17
18,66,17
18,67,17
18,68,10
18,69,10
18,70,10
18,71,4
18,72,4
18,73,4
18,74,3
18,75,3
18,76,3
18,77,3
18,78,3
18,79,3
19,0,1
19,1,2
19,2,3
19,3,3
19,4,3
19,5,3
19,6,3
19,7,3
19,8,3
19,9,3
19,10,3
19,11,3
19,12,3
19,13,3
19,14,3
19,15,1
19,16,1
19,17,1
19,18,1
19,19,1
19,20,1
19,21,1
19,22,1
19,23,1
19,24,3
19,25,3
19,26,3
19,27,3
19,28,1
19,29,1
19,30,1
19,31,1
19,32,1
19,33,1
19,34,3
19,35,3
19,36,3
19,37,3
19,38,3
19,39,3
19,40,3
19,41,3
19,42,3
19,43,9
19,44,9
19,45,9
19,46,14
19,47,14
19,48,14
19,49,14
19,50,20
19,51,20
19,52,20
19,53,24
19,54,24
19,55,24
19,56,24
19,57,25
19,58,25
19,59,25
19,60,25
19,61,25
19,62,22
19,63,22
19,64,22
19,65,22
19,66,17
19,67,17
19,68,10
19,69,10
19,70,10
19,71,4
19,72,4
19,73,4
19,74,3
19,75,3
19,76,3
19,77,3
19,78,3
19,79,3
20,0,1
20,1,2
20,2,3
20,3,3
20,4,3
20,5,3
20,6,3
20,7,3
20,8,3
20,9,1
20,10,1
20,11,1
20,12,1
20,13,1
20,14,3
20,15,1
20,16,1
20,17,1
20,18,1
20,19,1
20,20,1
20,21,1
20,22,1
20,23,3
20,24,3
20,25,3
20,26,3
20,27,3
20,28,3
20,29,1
20,30,1
20,31,1
20,32,1
20,33,1
20,34,3
20,35,3
20,36,3
20,37,3
20,38,3
20,39,3
20,40,3
20,41,3
20,42,3
20,43,9
20,44,9
20,45,9
20,46,14
20,47,14
20,48,14
20,49,20
20,50,20
20,51,20
20,52,24
20,53,24
20,54,24
20,55,26
20,56,26
20,57,26
20,58,26
20,59,26
20,60,25
20,61,25
20,62,25
20,63,25
20,64,22
20,65,22
20,66,17
20,67,17
20,68,17
20,69,10
20,70,10
20,71,10
20,72,4
20,73,4
20,74,4
20,75,3
20,76,3
20,77,3
20,78,3
20,79,3
21,0,1
21,1,2
21,2,3
21,3,3
21,4,3
21,5,3
21,6,3
21,7,3
21,8,3
21,9,1
21,10,1
21,11,1
21,12,1
21,13,1
21,14,3
21,15,3
21,16,3
21,17,1
21,18,1
21,19,1
21,20,1
21,21,1
21,22,1
21,23,3
21,24,3
21,25,3
21,26,3
21,27,3
21,28,3
21,29,1
21,30,1
21,31,1
21,32,1
21,33,1
21,34,3
21,35,3
21,36,3
21,37,3
21,38,3
21,39,3
21,40,3
21,41,1
21,42,1
21,43,9
21,44,9
21,45,9
21,46,14
21,47,14
21,48,14
21,49,20
21,50,20
21,51,20
21,52,24
21,53,24
21,54,24
21,55,24
21,56,24
21,57,24
21,58,24
21,59,25
21,60,25
21,61,25
21,62,25
21,63,25
21,64,22
21,65,22
21,66,22
21,67,17
21,68,17
21,69,17
21,70,10
21,71,10
21,72,10
21,73,4
21,74,4
21,75,3
21,76,3
21,77,3
21,78,3
21,79,3
22,0,1
22,1,2
22,2,1
22,3,1
22,4,3
22,5,3
22,6,1
22,7,3
22,8,3
22,9,3
22,10,1
22,11,1
22,12,1
22,13,1
22,14,1
22,15,3
22,16,1
22,17,1
22,18,1
22,19,1
22,20,1
22,21,1
22,22,1
22,23,3
22,24,3
22,25,1
22,26,1
22,27,3
22,28,3
22,29,1
22,30,1
22,31,3
22,32,3
22,33,3
22,34,3
22,35,3
22,36,3
22,37,3
22,38,3
22,39,3
22,40,3
22,41,1
22,42,1
22,43,9
22,44,9
22,45,9
22,46,14
22,47,14
22,48,14
22,49,20
22,50,20
22,51,20
22,52,20
22,53,24
22,54,24
22,55,24
22,56,24
22,57,24
22,58,24
22,59,24
22,60,25
22,61,25
22,62,25
22,63,25
22,64,25
22,65,22
22,66,22
22,67,17
22,68,17
22,69,17
22,70,10
22,71,10
22,72,10
22,73,4
22,74,4
22,75,4
22,76,3
22,77,3
22,78,3
22,79,3
23,0,1
23,1,2
23,2,1
23,3,1
23,4,1
23,5,1
23,6,1
23,7,3
23,8,3
23,9,1
23,10,1
23,11,1
23,12,1
23,13,1
23,14,1
23,15,3
23,16,1
23,17,1
23,18,1
23,19,3
23,20,3
23,21,1
23,22,1
23,23,3
23,24,3
23,25,1
23,26,1
23,27,1
23,28,1
23,29,1
23,30,1
23,31,3
23,32,3
23,33,3
23,34,3
23,35,3
23,36,3
23,37,3
23,38,3
23,39,3
23,40,3
23,41,1
23,42,1
23,43,9
23,44,9
23,45,9
23,46,14
23,47,14
23,48,14
23,49,14
23,50,20
23,51,20
23,52,20
23,53,20
23,54,20
23,55,21
23,56,24
23,57,24
23,58,24
23,59,24
23,60,24
23,61,22
23,62,22
23,63,22
23,64,22
23,65,22
23,66,22
23,67,17
23,68,17
23,69,17
23,70,10
23,71,10
23,72,10
23,73,4
23,74,4
23,75,4
23,76,3
23,77,3
23,78,3
23,79,3
24,0,1
24,1,2
24,2,1
24,3,1
24,4,1
24,5,1
24,6,1
24,7,3
24,8,3
24,9,1
24,10,1
24,11,1
24,12,1
24,13,1
24,14,1
24,15,3
24,16,3
24,17,1
24,18,3
24,19,3
24,20,3
24,21,3
24,22,3
24,23,3
24,24,3
24,25,1
24,26,1
24,27,1
24,28,1
24,29,1
24,30,1
24,31,3
24,32,3
24,33,3
24,34,3
24,35,3
24,36,3
24,37,3
24,38,3
24,39,3
24,40,3
24,41,1
24,42,1
24,43,9
24,44,9
24,45,9
24,46,9
24,47,14
24,48,14
24,49,15
24,50,15
24,51,20
24,52,20
24,53,20
24,54,21
24,55,21
24,56,24
24,57,24
24,58,24
24,59,24
24,60,21
24,61,21
24,62,22
24,63,22
24,64,22
24,65,22
24,66,22
24,67,17
24,68,17
24,69,17
24,70,10
24,71,10
24,72,10
24,73,4
24,74,4
24,75,4
24,76,3
24,77,3
24,78,3
24,79,3
25,0,1
25,1,2
25,2,1
25,3,1
25,4,1
25,5,1
25,6,3
25,7,3
25,8,3
25,9,3
25,10,3
25,11,1
25,12,1
25,13,1
25,14,1
25,15,3
25,16,3
25,17,1
25,18,1
25,19,3
25,20,3
25,21,3
25,22,3
25,23,3
25,24,3
25,25,1
25,26,1
25,27,1
25,28,1
25,29,1
25,30,1
25,31,3
25,32,3
25,33,3
25,34,3
25,35,3
25,36,3
25,37,3
25,38,3
25,39,3
25,40,3
25,41,3
25,42,3
25,43,3
25,44,9
25,45,9
25,46,10
25,47,10
25,48,14
25,49,15
25,50,15
25,51,15
25,52,15
25,53,15
25,54,21
25,55,21
25,56,21
25,57,24
25,58,24
25,59,24
25,60,21
25,61,21
25,62,21
25,63,16
25,64,17
25,65,17
25,66,17
25,67,17
25,68,17
25,69,17
25,70,10
25,71,10
25,72,10
25,73,4
25,74,4
25,75,4
25,76,3
25,77,3
25,78,3
25,79,3
26,0,1
26,1,2
26,2,1
26,3,1
26,4,1
26,5,1
26,6,1
26,7,1
26,8,3
26,9,3
26,10,3
26,11,3
26,12,3
26,13,1
26,14,1
26,15,1
26,16,1
26,17,1
26,18,1
26,19,3
26,20,3
26,21,3
26,22,3
26,23,3
26,24,1
26,25,1
26,26,1
26,27,1
26,28,1
26,29,1
26,30,1
26,31,1
26,32,1
26,33,1
26,34,3
26,35,3
26,36,3
26,37,3
26,38,3
26,39,3
26,40,3
26,41,3
26,42,3
26,43,3
26,44,3
26,45,10
26,46,10
26,47,10
26,48,10
26,49,10
26,50,15
26,51,15
26,52,15
26,53,15
26,54,15
26,55,21
26,56,21
26,57,24
26,58,24
26,59,21
26,60,21
26,61,16
26,62,16
26,63,16
26,64,16
26,65,16
26,66,17
26,67,17
26,68,17
26,69,9
26,70,10
26,71,10
26,72,10
26,73,3
26,74,3
26,75,3
26,76,3
26,77,3
26,78,3
26,79,3
27,0,1
27,1,2
27,2,1
27,3,1
27,4,1
27,5,1
27,6,1
27,7,1
27,8,3
27,9,3
27,10,3
27,11,3
27,12,3
27,13,1
27,14,1
27,15,1
27,16,1
27,17,1
27,18,1
27,19,3
27,20,3
27,21,3
27,22,3
27,23,3
27,24,1
27,25,1
27,26,1
27,27,1
27,28,1
27,29,1
27,30,1
27,31,1
27,32,1
27,33,1
27,34,3
27,35,1
27,36,1
27,37,1
27,38,3
27,39,3
27,40,3
27,41,3
27,42,3
27,43,3
27,44,3
27,45,3
27,46,10
27,47,10
27,48,10
27,49,10
27,50,10
27,51,10
27,52,15
27,53,15
27,54,15
27,55,21
27,56,21
27,57,21
27,58,21
27,59,21
27,60,21
27,61,16
27,62,16
27,63,16
27,64,16
27,65,16
27,66,9
27,67,9
27,68,9
27,69,9
27,70,9
27,71,9
27,72,3
27,73,3
27,74,3
27,75,3
27,76,3
27,77,3
27,78,3
27,79,3
28,0,1
28,1,2
28,2,1
28,3,1
28,4,1
28,5,3
28,6,3
28,7,3
28,8,3
28,9,3
28,10,3
28,11,3
28,12,3
28,13,1
28,14,1
28,15,1
28,16,1
28,17,1
28,18,1
28,19,3
28,20,3
28,21,3
28,22,3
28,23,3
28,24,3
28,25,3
28,26,3
28,27,1
28,28,1
28,29,1
28,30,3
28,31,3
28,32,1
28,33,1
28,34,1
28,35,1
28,36,1
28,37,3
28,38,3
28,39,3
28,40,3
28,41,3
28,42,3
28,43,3
28,44,3
28,45,3
28,46,3
28,47,3
28,48,10
28,49,10
28,50,10
28,51,10
28,52,10
28,53,15
28,54,15
28,55,15
28,56,21
28,57,21
28,58,21
28,59,21
28,60,16
28,61,16
28,62,16
28,63,9
28,64,9
28,65,9
28,66,9
28,67,9
28,68,9
28,69,9
28,70,9
28,71,3
28,72,3
28,73,3
28,74,3
28,75,1
28,76,3
28,77,3
28,78,3
28,79,3
29,0,1
29,1,2
29,2,1
29,3,1
29,4,1
29,5,3
29,6,3
29,7,3
29,8,3
29,9,3
29,10,3
